Word,cosMean,SemD,WordCount,nContexts
agent,0.202689069,2.302659807,3847,2630
agents,0.180978798,2.466107402,3604,2459
ages,0.209611796,2.254208188,3043,2516
aggie,0.696822373,0.52113715,307,56
aggravate,0.17681697,2.499671349,81,78
aggravated,0.196221503,2.349444943,376,312
aggravating,0.227930907,2.133331533,88,79
aggravation,0.232462564,2.104929694,122,82
aggregate,0.182600226,2.45323954,1485,723
aggregated,0.164687971,2.602192916,125,112
aggregates,0.190718779,2.390481191,225,110
aggregation,0.144438565,2.791472103,242,120
aggression,0.201385428,2.3119688,1239,839
aggressive,0.208714138,2.260399767,1763,1437
aggressively,0.227078143,2.138739244,277,268
aggressiveness,0.211753489,2.239542353,68,62
aggressor,0.211274199,2.242811498,99,86
aggressors,0.249300077,2.004044768,54,53
aggrieved,0.228598757,2.129110538,249,231
aggro,0.362509414,1.463909635,68,49
aghast,0.363158444,1.46132897,146,143
agile,0.272347544,1.876479239,144,137
agility,0.256865711,1.960913776,156,138
agincourt,0.329816782,1.600263286,52,41
aging,0.209034563,2.258186591,84,79
agitated,0.319152802,1.64768078,360,350
agitation,0.241605931,2.049272221,444,391
agitators,0.289082439,1.790447122,51,49
agm,0.272103536,1.877772391,244,174
agnes,0.353094717,1.501872861,777,307
agnew,0.251385,1.992029529,135,81
agnostic,0.319399198,1.646567406,83,76
ago,0.248207393,2.010382004,16303,12823
agonies,0.297781976,1.74767166,78,77
agonised,0.337036753,1.569022172,96,91
agonising,0.293884717,1.76667776,190,185
agonized,0.321901762,1.63530762,50,48
agonizing,0.298893968,1.742294313,70,70
agony,0.340925287,1.552472486,872,779
agrarian,0.294375963,1.764268221,327,220
agree,0.203950063,2.293712141,6388,5080
agreeable,0.299282607,1.740419656,368,352
agreeably,0.37449462,1.416983101,66,66
agreed,0.193462395,2.369874928,13162,9928
agreeing,0.185387539,2.431383823,728,709
agreement,0.160216101,2.641908953,12489,6723
agreements,0.180904361,2.466700904,2539,1656
agrees,0.190871261,2.389328197,862,776
agricultural,0.223236576,2.163354674,3721,2231
agriculture,0.222887301,2.165613672,3637,2237
agrippa,0.564817432,0.82414348,169,52
aground,0.295625501,1.758157372,73,64
ah,0.441289011,1.180204273,2516,1941
aha,0.354846121,1.49473456,115,86
ahead,0.236051093,2.08282893,8090,6691
ahmad,0.328428189,1.606350136,185,133
ahmed,0.281018776,1.831261568,487,303
ai,0.198940059,2.329594282,479,181
aib,0.400842508,1.318892585,159,53
aid,0.185324051,2.431877972,8515,5071
aidan,0.283646968,1.817831654,63,51
aide,0.240190631,2.057748219,289,255
aided,0.178156246,2.48878503,849,744
aides,0.261274342,1.936362642,205,182
aiding,0.181079679,2.46530344,158,151
aids,0.209260048,2.256631199,3192,1445
ail,0.236480639,2.080206024,61,54
ailing,0.249622267,2.002181465,251,243
ailment,0.264387843,1.919272256,62,60
ailments,0.236166963,2.082120932,190,176
aim,0.172326429,2.536784117,6047,5197
aimed,0.171964727,2.539815418,3386,3075
aiming,0.209650687,2.253940539,897,857
aimless,0.267968829,1.899862905,62,62
aimlessly,0.376904647,1.407728511,105,105
aims,0.181268632,2.463798805,4000,3219
ain,0.380325073,1.394695042,81,50
aint,0.389713089,1.359515708,1261,717
aintree,0.487442717,1.036695407,172,110
air,0.239692639,2.060742488,18695,11731
airborne,0.254844942,1.972308377,417,343
airbus,0.309128218,1.693722743,181,95
aircraft,0.267295909,1.90349034,5887,2223
aircrafts,0.474745456,1.074773903,81,74
aircrew,0.498039816,1.00566701,94,71
airdrie,0.464738303,1.105509541,138,75
aire,0.289998572,1.7858823,75,62
aired,0.230450607,2.117470528,153,153
aires,0.246642337,2.019507628,197,140
airfield,0.356438991,1.488272932,532,349
airfields,0.376421841,1.409577757,191,135
airflow,0.317195746,1.656554671,56,51
airforce,0.286403015,1.803881414,83,72
airframe,0.5780109,0.790831397,122,82
airily,0.394778002,1.340886492,82,79
airing,0.228806643,2.127799155,156,141
airlift,0.265036666,1.915736132,106,75
airlifted,0.284689806,1.81253726,60,55
airline,0.246063664,2.022896464,923,583
airliner,0.2791252,1.841015717,171,131
airlines,0.252619609,1.984961464,910,495
airman,0.344948658,1.535546447,83,70
airmen,0.343303433,1.542443809,140,114
airplane,0.312957547,1.675961129,71,55
airport,0.255177021,1.970429678,2543,1691
airports,0.254608109,1.973649727,429,328
airs,0.323699449,1.627273184,147,130
airship,0.278204425,1.845782729,73,40
airshow,0.575030827,0.798288794,90,51
airspace,0.239931102,2.059307908,117,80
airspeed,0.533528081,0.90636389,86,52
airstrip,0.330931639,1.595394866,78,62
airtight,0.254054506,1.976790041,64,59
airwaves,0.283383529,1.819172186,80,73
airway,0.246096291,2.022705183,107,53
airways,0.25032555,1.998122543,662,471
airworthy,0.690334631,0.534632236,58,40
airy,0.266692098,1.906753015,258,252
ais,0.241776439,2.048254433,101,70
aise,0.263751729,1.922747546,60,55
aisle,0.363147275,1.461373341,354,293
aisles,0.303635719,1.719586578,178,143
aitken,0.275794086,1.858336573,258,168
aix,0.492845319,1.020793172,399,225
ajar,0.417077962,1.26161101,120,118
ajax,0.361052557,1.469719235,66,47
ak,0.222028931,2.171180419,62,54
aka,0.316096829,1.661561534,76,66
akbar,0.295245836,1.760011383,144,104
akers,0.366487351,1.44816469,96,53
akin,0.211349003,2.242300785,398,391
akram,0.549200257,0.864595795,135,72
al,0.149536825,2.741427287,7010,3251
alabama,0.247281315,2.015774863,136,105
alabaster,0.297275818,1.750125986,54,46
alacrity,0.289264333,1.78953965,83,80
alain,0.303308019,1.721144453,641,268
alamein,0.352761098,1.503236625,62,46
alan,0.273886688,1.868348949,4288,3017
alans,0.346714331,1.528180625,125,83
alarm,0.250303482,1.998249733,2005,1624
alarmed,0.283114114,1.820544422,686,661
alarming,0.233240403,2.100110376,600,585
alarmingly,0.252827887,1.983772492,204,203
alarmist,0.218776117,2.192472843,65,63
alarms,0.231695748,2.109696525,319,249
alas,0.296901142,1.751945453,594,552
alaska,0.236538538,2.07985284,250,181
alaskan,0.259627319,1.945485895,59,50
alastair,0.286476147,1.803513075,287,238
alba,0.276817476,1.852993067,132,89
albania,0.238671319,2.066902885,404,216
albanian,0.287844821,1.796636841,335,152
albanians,0.303631845,1.719604985,190,100
albans,0.248577162,2.008234342,232,167
albany,0.269367525,1.892352167,99,79
albatross,0.275164269,1.861634949,75,67
albeit,0.183054247,2.449656846,1319,1273
albert,0.240723255,2.054552573,1874,1206
alberta,0.21880871,2.192257926,85,65
alberto,0.276717783,1.853512734,187,158
alberts,0.33926834,1.559501287,80,56
albino,0.216156701,2.209850532,72,46
albion,0.296421303,1.754278961,273,184
albrecht,0.255216856,1.97020448,62,49
album,0.449037937,1.155090759,2084,1029
albumin,0.269392484,1.892218494,232,108
albums,0.439839651,1.184950428,475,370
alcatel,0.405679682,1.301587047,89,53
alchemy,0.313772824,1.672207688,77,66
alcock,0.25876715,1.950273612,82,46
alcohol,0.214397683,2.22163878,2864,1441
alcoholic,0.208920461,2.258974303,776,460
alcoholics,0.262394309,1.930191666,129,95
alcoholism,0.238080785,2.070476909,241,172
alcove,0.385168807,1.376437226,137,120
alder,0.28360474,1.81804645,149,119
alderley,0.326251961,1.615941523,97,49
alderman,0.316620528,1.6591733,162,137
aldermaston,0.298980569,1.741876371,60,47
aldermen,0.308944908,1.694578498,62,48
aldershot,0.306052742,1.708147799,157,113
aldous,0.224726963,2.153754862,58,42
aldridge,0.359179624,1.477222585,140,93
aldus,0.5215679,0.939073014,68,45
ale,0.277537591,1.849244906,651,440
alec,0.331236476,1.594066542,688,383
alejandro,0.318890588,1.648866575,111,49
aleksandr,0.397427596,1.331236044,124,98
alert,0.244406482,2.032645545,1473,1329
alerted,0.275111056,1.861913977,438,416
alerting,0.199966213,2.322171838,75,73
alertness,0.238936996,2.065297843,82,78
alerts,0.207996192,2.265370978,62,56
ales,0.327815619,1.609043499,112,72
alessandro,0.343104362,1.543280626,50,43
alex,0.313823907,1.671972833,1501,916
alexander,0.234695088,2.09114045,2296,1396
alexanders,0.285784907,1.806998368,127,103
alexandra,0.286185161,1.804979227,847,331
alexandras,0.526563049,0.925321811,59,45
alexandre,0.244226434,2.033708734,65,49
alexandria,0.259864479,1.944168649,201,155
alexei,0.42421189,1.237143037,633,120
alexeis,0.750478618,0.414117127,98,44
alexis,0.264537307,1.9184569,87,64
alf,0.281516392,1.828709166,280,191
alfa,0.247107346,2.016790196,124,59
alfonso,0.278109849,1.846273256,173,94
alfred,0.264960742,1.916149476,1015,663
alfredo,0.349358661,1.517219188,108,91
alfreds,0.39768976,1.330284681,57,50
algae,0.329022917,1.603740022,584,276
algal,0.31299222,1.675801297,99,59
algarve,0.322256966,1.633716548,77,51
algebra,0.252516222,1.985552024,159,87
algebraic,0.342288836,1.546713856,118,64
algeria,0.243330699,2.039009752,467,299
algerian,0.252710849,1.984440495,218,143
algernon,0.413762535,1.273125077,75,50
algiers,0.264019746,1.921282261,209,131
algorithm,0.311669403,1.681911566,535,200
algorithms,0.287081454,1.800467962,229,144
ali,0.248902739,2.00634599,1220,643
alia,0.181685943,2.460481294,374,317
alias,0.276349057,1.855436407,161,135
alibi,0.414853901,1.269324742,147,111
alice,0.34314621,1.543104676,2080,701
alices,0.51056298,0.96983916,124,95
alicia,0.373484502,1.420879717,86,40
alien,0.249462123,2.003107314,1165,987
alienate,0.220740128,2.179579177,121,119
alienated,0.237648834,2.07309677,349,321
alienating,0.224818452,2.153167644,133,130
alienation,0.23288593,2.102304613,382,309
aliens,0.285833301,1.806754087,354,241
alight,0.292624989,1.772875117,334,320
alighted,0.354426466,1.496441758,85,84
align,0.192438201,2.377532881,123,118
aligned,0.155184869,2.687940201,619,430
aligning,0.178931569,2.482520152,50,48
alignment,0.165939329,2.591272235,472,327
alignments,0.220774904,2.179351907,134,95
alike,0.204730358,2.288203053,1387,1308
aliquots,0.270834572,1.884516184,64,51
alis,0.373609858,1.420395572,82,50
alison,0.278615824,1.843650896,1127,588
alisons,0.45490928,1.136349228,81,60
alistair,0.263277483,1.925343957,296,198
alive,0.291318427,1.779331134,3668,3233
alix,0.621234903,0.686789208,207,41
alkali,0.228453657,2.130026559,231,108
alkaline,0.185634799,2.429460913,346,225
alkalinity,0.358637752,1.479400733,65,42
all,0.195969249,2.351300805,231542,73512
allah,0.321579703,1.636751745,107,78
allan,0.268226821,1.898474592,986,704
allay,0.194156528,2.364707878,125,125
allayed,0.199548289,2.325190184,58,58
allegation,0.222680548,2.166952559,358,310
allegations,0.235363434,2.087037893,1693,1229
allege,0.209726828,2.253416674,110,100
alleged,0.219135381,2.190105659,2956,2405
allegedly,0.225095176,2.151392953,996,913
alleges,0.24809597,2.011029793,140,129
allegiance,0.249954173,2.000264482,628,560
allegiances,0.219944027,2.18479167,103,99
alleging,0.206452453,2.276118537,281,254
allegorical,0.291917728,1.776366269,87,76
allegory,0.34350781,1.541585195,171,127
allegro,0.472153017,1.082673605,57,45
allen,0.24231328,2.045054621,1535,920
allende,0.284638452,1.812797528,63,41
allens,0.306308397,1.706943176,144,108
allergic,0.252226712,1.987207026,200,138
allergies,0.271152728,1.882822411,112,88
allergy,0.278594643,1.843760579,213,120
alleviate,0.182228305,2.456181029,332,321
alleviated,0.183723462,2.444392218,87,86
alleviating,0.171063738,2.547394121,84,83
alleviation,0.199749116,2.323738977,57,55
alley,0.345077622,1.535007176,593,429
alleys,0.364249933,1.456999387,170,159
alleyway,0.33607298,1.57315354,176,136
alleyways,0.322320053,1.633434145,102,98
alliance,0.219199699,2.189682279,2946,1974
alliances,0.216537185,2.2073133,589,464
allied,0.208354816,2.262885646,1771,1256
allies,0.245914752,2.023769814,1474,1125
alligator,0.278079168,1.846432424,71,55
allison,0.257422662,1.957789027,277,151
allocate,0.164852749,2.600750152,422,387
allocated,0.159619431,2.647291804,1708,1370
allocates,0.162785228,2.61895831,71,67
allocating,0.184175206,2.440849242,262,247
allocation,0.182398895,2.454831108,1631,1154
allocations,0.206693505,2.274435043,388,277
allot,0.266729325,1.906551646,71,44
allotment,0.225361164,2.149689172,230,140
allotments,0.260048107,1.943149558,112,87
allotted,0.198050574,2.336059215,314,272
allow,0.163080952,2.616339814,10447,8848
allowable,0.176725787,2.500415527,189,130
allowance,0.185746287,2.428594721,1879,1006
allowances,0.217960973,2.197858261,1085,630
allowed,0.193627692,2.368642802,11016,9355
allowing,0.166349508,2.587710499,4035,3731
allows,0.170683088,2.550607979,3892,3282
alloy,0.286363495,1.804080501,298,185
alloys,0.334719248,1.578976578,115,64
alls,0.370270989,1.433346579,89,83
alluded,0.194262607,2.36391987,128,127
alluding,0.208579155,2.261333111,55,54
allure,0.283895414,1.816568551,65,62
alluring,0.282240342,1.82500388,90,90
allusion,0.300312422,1.735463944,140,127
allusions,0.325899944,1.617498992,102,96
alluvial,0.373544555,1.420647764,77,58
ally,0.232982056,2.101709253,800,722
alma,0.216877597,2.205047065,148,113
almighty,0.350473956,1.512620855,313,296
almond,0.239405758,2.062470244,340,242
almonds,0.336036934,1.573308284,221,139
almost,0.226223611,2.144178583,28558,21864
alms,0.285902809,1.806403301,89,81
alnwick,0.263591723,1.923623024,63,51
aloft,0.314553354,1.668623348,196,189
alone,0.232288665,2.10600934,12766,10582
along,0.232296037,2.105963554,20632,15518
alongside,0.205633708,2.281851322,3066,2836
aloof,0.266486129,1.907867654,225,215
aloofness,0.285192253,1.809993301,50,48
aloud,0.380317773,1.394722733,897,758
alp,0.301848859,1.728101746,128,42
alpha,0.267672981,1.901456573,1175,510
alphabet,0.219174092,2.189850824,267,210
alphabetical,0.21843261,2.194739843,216,155
alphabetically,0.205340143,2.283912397,83,67
alphanumeric,0.333150945,1.585752107,85,54
alpine,0.280594164,1.83344309,482,329
alps,0.280974733,1.831487697,450,335
already,0.206394513,2.276523479,29760,22960
alright,0.339035355,1.560492367,334,288
alsace,0.261825349,1.933323312,115,60
alsatian,0.326003513,1.617040584,91,68
also,0.170946726,2.548381304,114912,54652
alston,0.256366419,1.963720799,66,43
alt,0.272796341,1.874103799,221,77
altar,0.320432694,1.641906741,833,564
altars,0.369698165,1.435580211,87,76
alter,0.168694803,2.567512562,1756,1609
alteration,0.148525989,2.751212704,559,464
alterations,0.1725047,2.535292427,778,669
altercation,0.317457038,1.655366732,53,50
altered,0.167430369,2.578366861,1851,1691
altering,0.164688009,2.602192583,526,482
alternate,0.158745143,2.655215647,474,401
alternated,0.208883806,2.259227446,55,55
alternately,0.198403477,2.333490785,221,213
alternating,0.180369413,2.470973386,303,254
alternation,0.257037909,1.959946944,100,87
alternative,0.169892936,2.557302223,8051,6503
alternatively,0.153191349,2.706593267,1653,1544
alternatives,0.18338739,2.447033658,1528,1328
alters,0.17989337,2.474786078,180,178
althorp,0.484146929,1.046483152,139,63
although,0.175010098,2.514489929,40197,27775
althusser,0.569678667,0.811779712,301,79
althussers,0.653659945,0.6133878,132,43
altitude,0.255562965,1.968249311,515,355
altitudes,0.235624489,2.085438607,125,104
alto,0.262828048,1.927808854,163,123
altogether,0.212461471,2.234726854,2732,2604
alton,0.307760407,1.700120453,552,205
altrincham,0.282646788,1.822927791,86,56
altruism,0.258449039,1.952048257,164,119
altruistic,0.230329572,2.118228444,128,101
alum,0.26429087,1.919801508,77,45
aluminium,0.22711854,2.138482617,978,631
alumni,0.348889256,1.519158924,135,60
alun,0.266739693,1.906495569,63,58
alveolar,0.262005365,1.932331743,85,43
alvin,0.298719761,1.743135415,60,51
always,0.240585585,2.055377893,37307,25427
alyssia,0.94030482,0.088799581,258,48
alzheimers,0.243475046,2.038154179,204,107
am,0.277787215,1.847947894,24744,14591
amalgam,0.239118468,2.064202534,130,120
amalgamate,0.162216677,2.624005947,53,51
amalgamated,0.215670586,2.213098663,276,242
amalgamation,0.186971406,2.419110444,212,169
amanda,0.317959337,1.653085822,366,197
amassed,0.257803512,1.955656178,153,150
amateur,0.289869938,1.786522376,1479,1138
amateurish,0.281367747,1.829471133,66,66
amateurs,0.282415216,1.824110272,311,260
amaze,0.283870405,1.816695645,88,86
amazed,0.330173446,1.598704,827,791
amazement,0.384223128,1.379983731,461,448
amazing,0.276562259,1.854323803,1513,1419
amazingly,0.272424444,1.876071937,342,340
amazon,0.238268387,2.069340545,340,240
amazonia,0.368711751,1.439434698,83,55
amazonian,0.228677397,2.128614319,108,101
amazons,0.299191185,1.740860424,53,44
ambassador,0.24839094,2.009315545,1070,800
ambassadors,0.249093375,2.005241442,268,219
amber,0.289388427,1.788920866,467,330
ambience,0.267153368,1.904259889,180,174
ambient,0.235291966,2.087476035,173,137
ambiguities,0.229521878,2.123296416,208,186
ambiguity,0.234300664,2.093567052,816,595
ambiguous,0.210250157,2.24982122,802,690
ambit,0.255975412,1.965922857,181,162
ambition,0.279729431,1.837896042,1250,1129
ambitions,0.226946044,2.139578756,951,876
ambitious,0.217974673,2.197767579,1484,1396
ambivalence,0.271424442,1.881377455,223,187
ambivalent,0.22543208,2.149235263,258,251
amble,0.297695326,1.748091526,50,50
ambled,0.428842897,1.221478869,98,96
ambleside,0.394102047,1.343358851,101,52
ambrose,0.276833427,1.852909938,170,123
ambulance,0.318090993,1.652488572,1478,806
ambulancemen,0.383310384,1.383415014,55,46
ambulances,0.299735446,1.738238391,132,110
ambulatory,0.234779724,2.090620274,107,74
ambush,0.278037347,1.846649409,260,221
ambushed,0.275734653,1.858647505,116,108
amdahl,0.642896938,0.637340616,102,56
amelia,0.318373847,1.651206264,170,99
ameliorate,0.194567293,2.361658886,64,63
amelioration,0.236594171,2.079513564,77,67
