Word,SemD_P1_U,SemD_P1_W,SemD_P2_U,SemD_P2_W,SemD_H13,ContextCount_P1_U,ContextCount_P1_W,ContextCount_P2_U,ContextCount_P2_W,ContextCount_H13
waynes,0.821968475,1.245171962,,,0.93,56,56,,,56
ways,1.971381073,2.352057522,,,2.131,10781,10781,,,11023
wayside,1.634017996,2.065942004,1.599880095,2.188157956,1.85,104,104,99,99,106
wayward,1.550961572,1.726306655,1.50557894,2.013411128,1.757,211,211,205,205,212
wbc,0.530462918,0.792037547,0.523903579,0.779832555,0.57,96,96,93,93,96
wbo,0.544315621,0.675291054,0.477742256,0.588855405,0.61,61,61,62,62,61
wc,1.095195807,1.976237078,1.324090209,2.315316789,1.166,207,207,271,271,213
wd,1.09290574,2.094342578,1.07333612,2.194563229,1.14,73,73,73,73,76
we,1.977329144,2.140356393,,,2.205,50416,50416,,,51774
wea,0.612771389,1.401214991,0.692677296,1.665429063,0.63,96,96,70,70,99
weak,1.940495535,2.336575768,1.918030296,2.684809857,2.041,2700,2700,3207,3207,2750
weaken,1.896854099,2.468253831,1.82859093,2.624586682,2.008,356,356,1174,1174,359
weakened,1.840406175,2.372998691,1.56027131,2.509483483,1.96,689,689,85,85,694
weakening,1.80964327,2.371171508,1.679449947,2.479660549,1.932,367,367,149,149,374
weakens,1.961521969,2.517658137,,,2.09,70,70,,,72
weaker,1.902339633,2.485005412,,,1.953,628,628,,,639
weakest,1.945898635,2.370474957,,,2.113,189,189,,,193
weakly,1.555267844,1.869677032,1.417261693,2.168285341,1.608,368,368,359,359,371
weakness,1.832604423,2.22361265,1.81399579,2.561029901,1.939,1425,1425,2052,2052,1449
weaknesses,1.772136449,2.278843841,,,1.832,796,796,,,810
weal,,,1.377209263,1.862219386,,,,55,55,
weald,0.859024594,1.493485574,0.851924114,1.675670635,0.899,88,88,73,73,89
wealden,0.832561824,1.508262536,0.749143616,1.528750245,0.91,42,42,40,40,43
wealth,1.67551509,2.161244769,1.699701674,2.395830379,1.737,2522,2522,2317,2317,2564
wealthier,1.359057996,1.975005094,,,1.529,108,108,,,111
wealthiest,1.599803119,2.050448334,,,1.754,77,77,,,79
wealthy,1.63861847,1.973040294,1.632704959,2.284858157,1.798,1114,1114,1201,1201,1130
wean,1.638741073,2.08337177,1.504043161,2.515607418,1.676,52,52,171,171,53
weaned,1.318856328,2.13355239,,,1.32,74,74,,,75
weaning,1.143551681,2.01926337,,,1.177,72,72,,,72
weapon,1.58554707,2.035967745,1.581907287,2.34710981,1.61,1390,1390,2851,2851,1408
weaponry,1.357585548,2.213407194,1.284383601,2.294554289,1.359,150,150,147,147,152
weapons,1.42110275,2.131314514,0.935108922,2.012034164,1.409,2107,2107,40,40,2135
wear,1.669671701,1.797994288,1.577780089,1.995435231,1.636,3155,3155,7864,7864,3205
wearer,1.356178938,1.810580478,1.484423058,2.093413311,1.434,88,88,124,124,91
wearers,,,,,1.666,,,,,49
wearily,1.315241105,1.110669171,1.209543345,1.588726747,1.384,442,442,423,423,445
weariness,1.377453781,1.453797603,1.321415653,1.818770157,1.496,162,162,167,167,163
wearing,1.573474425,1.536472268,1.610274894,2.362308683,1.626,3737,3737,193,193,3800
wears,1.402013463,1.656579051,,,1.483,507,507,,,516
wearside,0.696776639,1.226316242,0.64574117,1.216839912,0.81,47,47,50,50,48
weary,1.623097624,1.615524959,1.528705975,1.970359701,1.795,660,660,688,688,673
weasel,1.402493927,1.82564494,1.295857373,2.183327031,1.493,63,63,86,86,64
weather,1.640701807,1.966421183,1.659743109,2.226196302,1.741,3860,3860,3633,3633,3932
weathered,1.549417828,2.099939391,1.288460993,2.013044967,1.655,210,210,102,102,211
weathering,0.852906246,1.727971004,0.868158807,1.837450858,1,120,120,90,90,121
weathers,1.551454576,1.647488834,,,1.647,119,119,,,122
weave,1.483485991,1.961273257,1.567591627,2.240170717,1.538,269,269,880,880,272
weaver,1.480319296,2.048735779,1.359632097,2.249592922,1.495,244,244,348,348,251
weavers,1.09784665,1.818131003,,,1.033,200,200,,,203
weaves,1.451677417,1.889078643,,,1.649,78,78,,,79
weaving,1.310013924,2.006095541,1.22173818,2.313956153,1.359,447,447,204,204,453
web,1.756372895,2.099088438,1.66180295,2.34969029,1.873,474,474,526,526,482
webb,1.486562403,1.960918591,1.419457419,2.158566998,1.65,420,420,408,408,429
webber,1.34103176,1.718501402,1.312705763,1.903605108,1.45,101,101,102,102,102
webbing,0.934500804,1.515945568,0.996125966,1.695240352,1.034,55,55,52,52,56
webbs,1.381118796,1.990373364,0.983994468,1.686760099,1.42,105,105,42,42,105
weber,1.098903273,1.811541146,1.10358181,2.021657822,1.15,211,211,225,225,216
weberian,0.655363464,1.073189492,0.617841411,1.116754142,0.692,53,53,45,45,53
webers,0.865672956,1.389298241,,,0.91,79,79,,,79
webs,1.458095683,2.044585854,,,1.561,103,103,,,104
webster,1.548836766,1.975114704,1.510554674,2.189055553,1.73,202,202,196,196,207
websters,1.481139825,2.01761719,,,1.55,41,41,,,41
wed,1.379630245,1.388219644,1.305641786,2.104657159,1.556,2272,2272,377,377,2321
wedd,1.218839763,1.842275702,1.07085225,1.802425615,1.22,40,40,45,45,41
wedded,1.79148977,2.14538541,1.490346496,2.035352597,1.847,103,103,50,50,103
wedding,1.451032665,1.515602028,1.442837318,1.924820318,1.426,1723,1723,1627,1627,1767
weddings,1.446659223,1.818396136,,,1.433,211,211,,,217
wedge,1.622263485,2.237701089,1.495705015,2.187183982,1.75,368,368,609,609,370
wedged,1.378947398,1.450546306,,,1.529,191,191,,,194
wedges,1.180591693,2.125845812,,,1.234,96,96,,,97
wedgwood,1.225218964,1.9888669,1.303425378,2.125981268,1.259,113,113,96,96,123
wednesday,1.439289281,1.808592472,1.379698912,1.953288508,1.608,2296,2296,2254,2254,2349
wednesdays,1.156513827,1.632142855,,,1.339,323,323,,,329
weds,1.317601281,1.776911877,,,1.386,47,47,,,48
wee,1.348454188,1.509246728,1.336040302,1.802704567,1.422,515,515,466,466,529
weed,1.307614211,1.901415051,1.345918443,2.063566758,1.431,366,366,720,720,374
weeded,1.578927619,1.870837625,,,1.707,49,49,,,49
weeding,1.306285606,2.009553944,,,1.41,122,122,,,123
weedon,0.625845246,1.452379815,0.723421678,1.715544856,0.66,48,48,42,42,50
weeds,1.15220684,1.825891495,,,1.247,376,376,,,381
weedy,1.372533011,1.665972628,1.319220292,1.884172571,1.445,86,86,88,88,88
week,1.825892136,2.049917074,1.81836693,2.36833957,2.029,15422,15422,17357,17357,15779
weekday,1.551184204,2.089635163,1.601771075,2.325296703,1.61,158,158,254,254,158
weekdays,1.603303441,2.28617812,,,1.651,109,109,,,109
weekend,1.596192351,1.878352039,1.545304734,2.042346255,1.79,3680,3680,3933,3933,3775
weekends,1.650416281,1.923909052,,,1.813,936,936,,,957
weekly,1.809449033,2.326074534,1.780685562,2.499842831,1.889,1920,1920,1829,1829,1964
weeks,1.856443277,2.120459851,1.494395462,2.309429233,2.063,10735,10735,66,66,10980
weep,1.413002343,1.319735019,1.365322132,1.714404805,1.456,294,294,880,880,302
weeping,1.433260544,1.345883315,1.31877653,1.792924656,1.451,469,469,235,235,475
wei,0.622990994,1.456347127,,,0.55,44,44,,,44
weigh,1.808058143,2.297410954,1.848264944,2.509530323,1.876,496,496,1728,1728,509
weighed,1.825377085,2.115149391,,,1.947,668,668,,,676
weighing,1.809638041,2.274929614,1.646001915,2.467626176,1.875,649,649,156,156,661
weighs,1.60742103,2.117145964,,,1.718,265,265,,,266
weight,1.800212352,2.34501825,1.873207987,2.627641738,1.842,5033,5033,4981,4981,5124
weighted,1.832859274,2.599343392,1.601158487,2.723652015,1.803,377,377,181,181,394
weighting,1.596313978,2.447736484,1.592021013,2.588268615,1.594,168,168,144,144,174
weightless,1.189175958,1.382861484,1.151214615,1.577959603,1.362,57,57,57,57,57
weights,1.627636397,2.421980243,,,1.645,524,524,,,533
weighty,1.729938647,2.08454793,1.749428163,2.477311308,1.918,164,164,186,186,170
weimar,0.990282426,1.70104867,1.029093671,1.93240274,1.1,81,81,85,85,83
weiner,1.4400579,2.413207187,1.50218946,2.608439533,1.43,54,54,49,49,57
weir,1.336616228,1.996955183,1.310135726,2.076158442,1.577,224,224,244,244,228
weird,1.287151564,1.453186467,1.254000749,1.730650486,1.47,710,710,671,671,719
weirdo,,,1.080155305,1.51320271,,,,51,51,
weirs,1.248817956,1.821472302,,,1.303,49,49,,,49
weiss,1.63939702,2.632006012,1.627629555,2.917171313,1.58,61,61,60,60,63
welch,1.598541472,2.016012695,1.519318194,2.181842489,1.81,108,108,112,112,109
welcome,1.851587225,2.176861106,1.844734773,2.438451644,1.978,4775,4775,6232,6232,4900
welcomed,1.919383695,2.304466036,,,2.045,1986,1986,,,2026
welcomes,1.757404485,2.3069483,,,1.879,307,307,,,314
welcoming,1.676283046,2.100904026,1.450820817,2.127930496,1.824,691,691,407,407,704
weld,1.548927086,2.180594914,1.644053981,2.379384961,1.605,103,103,263,263,104
welded,1.51873717,2.090270445,1.371112118,2.37902794,1.649,166,166,51,51,169
welder,,,1.382189033,2.081361177,,,,46,46,
welding,1.434832394,2.200922098,1.423345605,2.39179574,1.477,127,127,106,106,130
welfare,1.624622496,2.255210256,1.647108912,2.382822274,1.593,2657,2657,2311,2311,2697
welford,1.190002481,1.871089524,1.148933576,2.036287304,1.27,56,56,48,48,56
well,2.022012424,2.235025991,1.994017107,2.612642985,2.258,49254,49254,35118,35118,50350
wella,0.166483108,0.48237356,,,0.21,42,42,,,42
wellbeing,1.754015216,2.389011716,1.667515209,2.557959368,1.819,117,117,114,114,120
wellcome,1.263516492,2.192412987,1.198307833,2.125147021,1.19,84,84,79,79,87
welled,1.141134542,0.954422284,,,1.238,101,101,,,102
weller,1.127752369,1.715307213,1.132517166,1.949816983,1.24,61,61,64,64,62
wellies,1.46294194,1.622055888,,,1.71,71,71,,,72
welling,1.474966632,1.615711277,,,1.527,84,84,,,85
wellingborough,1.373099623,2.176092066,1.198525627,2.162912045,1.49,42,42,40,40,43
wellington,1.543931898,1.886950039,1.534574079,2.086248431,1.71,388,388,434,434,398
wellingtons,1.333208062,1.5518371,,,1.449,112,112,,,114
wells,1.719267587,2.233462515,1.597332582,2.251361791,1.814,952,952,562,562,970
welly,,,1.415811538,1.800056133,,,,91,91,
welsh,1.383408002,2.00124751,1.432312972,2.177062315,1.349,2031,2031,1783,1783,2065
welshman,1.080935252,1.2858478,1.001690317,1.486064625,1.292,161,161,188,188,161
welshpool,0.789839903,1.569056536,0.786735457,1.497108238,0.77,57,57,52,52,60
welt,0.969370965,1.809342888,0.892575536,1.853772069,0.943,54,54,71,71,57
welter,1.683280643,1.926964434,1.643580084,2.250725377,1.839,117,117,119,119,120
welterweight,0.656795586,0.8684121,0.660749059,0.98443957,0.769,51,51,48,48,51
welwyn,1.497951176,2.138045696,1.358446352,2.130600423,1.49,65,65,63,63,65
wembley,0.943025337,1.261724816,0.891148261,1.327008473,1.2,650,650,602,602,664
wen,1.284692208,2.208475421,1.211465906,2.253040429,1.221,43,43,41,41,45
wenceslas,0.751630081,1.357021146,,,0.65,47,47,,,47
wench,1.113209909,1.172896826,1.132024504,1.769143197,1.026,60,60,68,68,62
wend,,,1.442167416,2.017188586,,,,62,62,
wendy,1.55003125,1.801110773,1.484193545,2.051014647,1.72,299,299,285,285,310
wensleydale,1.13924538,1.843735987,1.046918804,1.944322814,1.157,82,82,72,72,82
went,1.752395584,1.751078889,,,1.95,22076,22076,,,22474
wentworth,1.079719138,1.621609825,1.031177766,1.817086956,1.11,95,95,93,93,95
wept,1.43756778,1.303772061,,,1.489,435,435,,,442
were,2.057417399,2.263878896,,,2.299,66762,66762,,,68305
werent,1.464958086,1.341770603,,,1.59,2384,2384,,,2419
werner,1.262309223,2.123114378,1.275417251,2.37977762,1.32,142,142,136,136,144
wes,0.571463283,0.973119689,0.421997121,0.815941899,0.75,164,164,134,134,166
wesley,0.688490313,1.187248503,0.611425084,1.201144398,0.853,517,517,488,488,525
wesleyan,0.80068623,1.363434876,0.731352566,1.418271383,0.891,73,73,68,68,75
wessex,1.388108251,1.98971901,1.391587661,2.210985507,1.42,166,166,156,156,170
west,1.817180221,2.272952339,1.827562256,2.450644544,1.988,12648,12648,10700,10700,12903
westbury,1.382664876,2.316081906,1.346660335,2.645546411,1.4,48,48,45,45,48
wester,0.879927248,1.784838583,1.012519444,2.008516698,0.93,76,76,81,81,78
westerly,1.053622701,1.743277183,1.071652593,1.945883721,1.206,140,140,132,132,141
western,1.80375891,2.368507368,1.817823093,2.587023899,1.921,6468,6468,5694,5694,6585
westerner,,,1.375962335,2.183597652,,,,146,146,
westerners,1.417626811,2.050985537,,,1.508,123,123,,,123
westerns,0.992750148,1.578459341,,,1.192,58,58,,,61
westfield,1.465330321,2.228532066,1.427326786,2.406460378,1.58,41,41,40,40,43
westinghouse,1.208836459,2.101322725,1.182862502,2.074608984,1.23,48,48,47,47,48
westland,1.194816679,2.012678814,1.206110946,2.139089532,1.23,94,94,87,87,95
westminster,1.536673247,1.989239859,1.490104917,2.124736309,1.67,1497,1497,1363,1363,1531
westmorland,1.092103744,1.683396328,1.112897905,1.964426709,1.19,83,83,74,74,83
weston,1.628623045,2.080346051,1.570844994,2.256677772,1.8,234,234,224,224,237
wests,1.508320555,2.124871684,,,1.62,151,151,,,155
westward,1.290590699,1.799088175,1.251303543,2.035247851,1.493,158,158,151,151,161
westwards,1.221516377,1.876383978,1.254951844,2.157984689,1.427,180,180,175,175,180
westwood,1.42776428,1.950795033,1.43471244,2.087694918,1.55,65,65,66,66,68
wet,1.558322606,1.773374938,1.506495484,2.045242692,1.67,2726,2726,2645,2645,2770
wetherall,0.15563927,0.410923983,,,0.13,44,44,,,44
wetherby,1.110030373,1.471336466,1.047608762,1.57347645,1.07,74,74,64,64,75
wetland,0.759315503,1.372255692,0.816835473,1.57803821,0.802,86,86,169,169,88
wetlands,0.789603014,1.516788278,,,0.857,140,140,,,142
wetness,1.174713902,1.510325159,1.145762422,1.700771826,1.276,67,67,67,67,67
wets,1.287877865,1.867131549,,,1.368,47,47,,,47
wetter,1.154444608,1.939604322,,,1.221,78,78,,,80
wetting,1.372567847,1.954189642,,,1.443,104,104,,,105
weu,0.673705596,1.246976493,0.669423461,1.210245405,0.69,70,70,62,62,71
weve,1.516827947,1.572940699,,,1.64,4294,4294,,,4401
wexford,1.109985381,1.518389624,1.051437486,1.922779015,1.18,105,105,83,83,109
weymouth,1.450662565,1.921165584,1.452252889,2.09373257,1.57,82,82,83,83,86
wf,0.550193723,0.912700087,0.485701203,0.917950843,0.56,51,51,42,42,51
wh,1.459264453,2.068312236,1.423280462,2.37091148,1.55,80,80,72,72,81
whack,1.453093678,1.718989079,1.369931991,1.812936149,1.67,75,75,132,132,75
whacked,1.370212828,1.345215716,,,1.616,51,51,,,52
whaddon,0.57927422,0.944824568,,,0.59,52,52,,,53
whale,1.121452271,1.918547504,1.191638405,2.0833777,1.148,279,279,415,415,291
whaler,,,0.892429804,1.763984698,,,,45,45,
whales,0.835245982,1.701013537,,,0.85,272,272,,,286
whaling,0.780422942,1.623813633,0.897689699,1.787111938,0.785,105,105,100,100,110
whalley,1.361537588,1.852715128,1.341842668,1.959675385,1.51,64,64,65,65,67
wham,1.098615835,1.42977508,1.079197905,1.620696065,1.29,52,52,51,51,53
wharf,1.367182278,1.733571099,1.310563145,1.881285109,1.448,231,231,243,243,234
wharton,1.477785186,1.852914017,1.393601534,1.975431669,1.54,90,90,89,89,93
what,1.973797303,2.101925461,,,2.193,55289,55289,,,56569
whatever,1.914776447,2.107555617,1.826759974,2.468749241,2.097,8377,8377,7668,7668,8564
whatevers,1.497650658,1.277229127,,,1.48,47,47,,,50
whatll,1.264713832,1.118807027,,,1.26,84,84,,,84
whats,1.482082513,1.399458568,,,1.63,5292,5292,,,5389
whatsoever,1.890677901,2.177874385,1.866172685,2.592408412,1.999,715,715,687,687,723
wheat,1.369398338,2.249277545,1.397640358,2.425118452,1.42,564,564,526,526,572
wheatley,1.450878654,2.100106832,1.45109899,2.254728247,1.54,75,75,75,75,75
wheedle,,,1.297194487,1.707549501,,,,55,55,
wheel,1.422587078,1.796790547,1.514101762,2.038964018,1.493,1808,1808,2803,2803,1840
wheelbarrow,0.924815086,1.251283492,1.061396535,1.540361985,1.003,95,95,95,95,97
wheelchair,1.360772172,1.745230238,1.402211132,1.998534729,1.768,387,387,431,431,403
wheelchairs,1.229771105,1.95975025,,,1.302,123,123,,,125
wheeled,1.53358368,1.723973727,1.289145452,1.98771876,1.659,442,442,136,136,453
wheeler,1.690245392,2.135889765,1.623143499,2.416620054,1.77,255,255,257,257,262
wheelers,1.068616582,1.733687102,,,1.11,59,59,,,60
wheeling,1.530384828,1.720681834,1.556509855,2.26147454,1.748,193,193,59,59,194
wheels,1.467299598,1.862942378,,,1.574,1173,1173,,,1203
wheeze,1.631921049,1.917258125,1.352273979,1.767384899,1.75,54,54,169,169,56
wheezing,1.309718884,1.634967753,,,1.462,92,92,,,94
whelan,0.758807739,1.284458606,0.751541836,1.294602127,0.84,116,116,107,107,118
when,2.061379671,2.258835939,,,2.316,66028,66028,,,67565
whence,1.60220613,2.053032888,1.589604427,2.447217297,1.723,220,220,214,214,221
whenever,1.908234698,2.104035223,1.833815664,2.469737715,2.062,2496,2496,2405,2405,2543
where,2.08845511,2.280593641,,,2.316,46565,46565,,,47553
whereabouts,1.65540704,1.792996017,1.594755332,2.122027097,1.757,400,400,388,388,406
whereas,2.060387051,2.584696454,2.037643946,2.966349216,2.151,4698,4698,4335,4335,4753
whereby,2.015507823,2.614712108,2.000890524,2.881256323,2.069,1594,1594,1511,1511,1630
wherefore,,,1.683952778,2.444198494,,,,56,56,
wherein,1.654761868,2.087709231,1.631965475,2.449409455,1.801,148,148,139,139,148
wheres,1.355567921,1.225879353,,,1.42,747,747,,,758
whereupon,1.735831175,2.136038758,1.710084763,2.492670791,1.877,253,253,252,252,258
wherever,1.956880816,2.202110833,1.876984289,2.51533019,2.143,1742,1742,1693,1693,1789
wherewithal,1.72942523,2.103855727,1.68828626,2.451460543,1.773,59,59,56,56,61
whet,1.583948516,2.056015623,1.577117128,2.227775083,1.714,52,52,95,95,52
whether,2.064044025,2.44926223,2.03700865,2.757647646,2.239,20579,20579,16932,16932,20991
whey,0.968702305,1.722878362,1.007994449,1.871203432,1.126,56,56,50,50,57
which,2.152904666,2.412933828,,,2.391,75636,75636,,,77708
whichever,1.96311278,2.391570606,1.949237683,2.750199932,2.057,651,651,650,650,668
whiff,1.597485047,1.619734256,1.536802046,1.971146955,1.736,198,198,204,204,199
whig,0.76903366,1.221868678,0.778967344,1.551553003,0.771,132,132,146,146,133
whigs,0.609963492,1.091863846,,,0.589,91,91,,,91
while,2.048804005,2.340694499,,,2.32,34308,34308,,,34951
whilst,2.004469289,2.553559079,1.998675638,2.857472641,2.03,4098,4098,3518,3518,4193
whim,1.769018127,1.862658854,1.701590149,2.21321832,1.946,222,222,311,311,227
whimper,1.228067719,1.256128687,1.131665359,1.508023399,1.342,78,78,226,226,80
whimpered,1.17680168,1.00115768,,,1.258,72,72,,,73
whimpering,1.21543747,1.085205253,,,1.301,96,96,,,96
whims,1.77816348,1.951481832,,,1.978,93,93,,,96
whimsical,1.454203776,1.600894986,1.412729204,1.920085673,1.633,80,80,78,78,84
whine,1.324879936,1.455225106,1.251165394,1.623360243,1.443,139,139,337,337,144
whined,1.236833891,1.146913378,,,1.371,82,82,,,84
whinge,,,1.392571063,1.835083105,,,,79,79,
whingeing,1.450571121,1.624334236,,,1.628,58,58,,,58
whining,1.430623796,1.450517896,,,1.511,155,155,,,156
whinny,,,0.982122689,1.491170936,,,,46,46,
whip,1.592417618,1.917641084,1.554444065,2.110256561,1.675,631,631,1156,1156,636
whiplash,1.428604457,1.500804823,1.385940295,1.770908564,1.59,95,95,97,97,96
whipped,1.480847402,1.646691842,0.973914212,1.624154995,1.598,397,397,60,60,405
whipping,1.614752076,1.794177869,1.461160958,2.225684868,1.764,198,198,57,57,201
whips,1.256833209,1.65614056,,,1.273,194,194,,,195
whir,,,1.144151628,1.607237994,,,,83,83,
whirl,1.5413819,1.425201562,1.262945703,1.669462312,1.681,120,120,425,425,123
whirled,1.185748402,1.127416929,,,1.286,184,184,,,188
whirling,1.296711293,1.350549045,1.283053528,1.893067388,1.404,180,180,64,64,183
whirlpool,1.176645312,1.903409343,1.227767083,2.064973876,1.307,100,100,126,126,103
whirlwind,1.695620667,1.841700477,1.606430603,2.190916151,1.853,134,134,139,139,135
whirring,1.331608891,1.655057335,,,1.46,82,82,,,84
whisk,0.752023325,1.53270661,1.32163167,2.031826916,0.771,137,137,316,316,145
whisked,1.53912747,1.515345121,,,1.717,165,165,,,168
whisker,1.509602019,1.954055157,1.583725538,2.204923228,1.656,84,84,188,188,87
whiskers,1.458925322,1.768555676,,,1.561,116,116,,,117
whiskey,1.228797257,1.261190465,1.172754312,1.471637496,1.298,94,94,91,91,94
whiskies,0.897541717,1.682722925,,,0.917,63,63,,,67
whisky,1.364338495,1.544756426,1.368175351,1.810322645,1.36,837,837,794,794,860
whisper,1.346537165,1.169222556,1.281115954,1.660703042,1.479,691,691,2345,2345,706
whispered,1.289210774,1.061391151,1.28324597,1.666155146,1.292,1787,1787,88,88,1826
whispering,1.409243811,1.326205953,1.420389725,1.932945242,1.528,360,360,84,84,368
whispers,1.418983191,1.471830863,,,1.519,229,229,,,232
whistle,1.506256556,1.712928392,1.446231175,1.883316399,1.65,576,576,1003,1003,585
whistled,1.293673287,1.173445543,,,1.469,208,208,,,211
whistler,1.207325275,1.534439981,1.179143308,1.777230899,1.27,53,53,55,55,53
whistles,1.527355206,1.759840929,,,1.709,149,149,,,153
whistling,1.394249728,1.549088546,1.344318949,1.922450185,1.58,306,306,123,123,313
whit,1.468576231,1.755019096,1.415527429,1.943451663,1.642,88,88,90,90,89
whitaker,1.193088833,1.715764449,1.189211205,1.865928917,1.39,117,117,109,109,122
whitbread,1.198428028,1.757335394,1.106843912,1.786083147,1.29,187,187,175,175,191
whitby,0.903413326,1.600783172,0.818867283,1.538501692,1.01,203,203,191,191,205
white,1.731067765,1.984650412,1.736172785,2.288364083,1.902,13671,13671,11790,11790,13936
whitechapel,1.152914539,1.710593295,1.123180942,1.926001699,1.27,124,124,113,113,126
whitehall,1.280015742,1.822965552,1.271063365,1.897147379,1.368,616,616,562,562,629
whitehaven,1.255196126,1.738225184,1.15919572,1.881982258,1.39,62,62,57,57,62
whitehead,1.585188604,2.24192336,1.524912456,2.319375331,1.75,116,116,118,118,118
whitehill,1.137696727,1.780519807,1.010603499,1.74467128,1.16,42,42,40,40,42
whitehouse,1.362112359,1.992556702,1.339008034,2.045832983,1.5,125,125,118,118,128
whitelaw,1.006116158,1.669298175,0.963223532,1.694979124,1.09,91,91,86,86,92
whitely,0.919617508,0.994052714,,,1.05,44,44,,,44
whiten,,,1.439850256,2.136022034,,,,56,56,
whiteness,1.26825641,1.442465318,1.215484039,1.654368978,1.44,133,133,130,130,135
whiter,1.376895397,2.074030446,,,1.427,70,70,,,71
whites,1.330104785,2.131619927,,,1.392,696,696,,,708
whitewash,1.383266387,1.790834779,1.37868391,1.965758122,1.618,90,90,153,153,91
whitewashed,1.271913536,1.648438289,1.259559466,1.740034123,1.424,118,118,58,58,119
whitfield,1.613487811,2.477279237,1.570896506,2.655971952,1.73,65,65,63,63,66
whiting,1.243748558,2.020671065,1.36374681,2.249352799,1.311,58,58,58,58,58
whitish,1.102252874,1.981928924,1.157696721,2.070926974,1.118,57,57,55,55,59
whitley,1.426654523,1.923630207,1.395239322,2.098113299,1.58,119,119,107,107,120
whitlock,0.791758633,1.121200957,,,0.84,44,44,,,45
whitney,1.296184327,2.50202183,1.310001077,2.590068323,1.3,218,218,204,204,222
whitsun,1.341116022,2.02157873,1.408548774,2.400385057,1.368,48,48,45,45,49
whittaker,1.642782292,2.082228725,1.576261669,2.134064127,1.87,70,70,69,69,71
whittingham,0.868093653,1.548986608,0.818632364,1.66949552,1.01,46,46,43,43,46
whittington,1.540389,2.008745617,1.437953466,2.084983639,1.64,65,65,63,63,65
whittle,1.489558366,2.02988533,1.645379255,2.25634188,1.699,55,55,129,129,55
whittled,1.817063922,2.139967952,,,2.103,66,66,,,68
whitton,0.935786543,1.801123956,0.861402258,1.918302642,1.05,48,48,46,46,48
whitworth,1.221750894,1.84826966,1.11577174,1.901353697,1.44,43,43,43,43,45
whizz,1.616130218,1.985451014,1.562333725,2.137611205,1.805,102,102,167,167,104
who,2.060055532,2.251553629,,,2.286,61550,61550,,,63066
whod,1.346275114,1.257338915,,,1.4,843,843,,,855
whoever,1.657873515,1.662012862,1.559922734,2.040850665,1.815,990,990,974,974,1012
whole,2.045213061,2.298296952,1.964067385,2.611442539,2.233,20054,20054,16879,16879,20437
wholehearted,1.721973075,2.259675431,1.748313897,2.478631533,1.884,79,79,76,76,81
wholeheartedly,1.752295789,2.150507719,1.791667946,2.459566386,1.948,160,160,158,158,163
wholemeal,0.853860403,1.713425994,0.821270944,1.680420389,0.873,160,160,149,149,163
wholeness,1.040454699,1.58111143,1.037663616,1.788499461,1.126,106,106,100,100,107
wholes,0.918162193,1.261661259,,,1.015,44,44,,,45
wholesale,1.817066386,2.292325478,1.786095844,2.485549598,1.955,594,594,584,584,608
wholesaler,1.227559561,2.045756228,1.215382493,2.132880887,1.208,75,75,142,142,75
wholesalers,1.121155228,1.853666327,,,1.168,101,101,,,104
wholesome,1.550217856,1.920966033,1.525715012,2.186239164,1.664,182,182,178,178,184
wholl,1.35870368,1.452318393,,,1.57,199,199,,,204
wholly,1.920774341,2.405080258,1.906850337,2.718248251,2.057,1993,1993,1889,1889,2024
whom,1.90523243,2.218353937,,,2.108,9939,9939,,,10114
whoop,1.308078022,1.36743482,1.318451411,1.766287577,1.432,47,47,168,168,49
whooping,1.471998987,1.868554789,1.145689151,1.961868661,1.556,98,98,47,47,99
whoops,1.419345647,1.403214775,,,1.544,56,56,,,57
whoosh,,,1.22937614,1.530343454,,,,41,41,
whore,1.354681563,1.278643103,1.155382591,1.430821772,1.451,263,263,288,288,267
whores,1.273934739,1.333836991,,,1.326,99,99,,,101
whorl,,,1.067054485,1.89042281,,,,58,58,
whorls,1.047609988,1.81625263,,,1.144,48,48,,,49
whos,1.383268361,1.498952357,,,1.56,2276,2276,,,2315
whose,1.982389524,2.254290642,1.964831575,2.596436316,2.251,14837,14837,13027,13027,15126
whove,1.096783094,1.514670455,,,1.3,420,420,,,423
why,1.809807831,1.956865838,,,2.015,22558,22558,,,22973
whys,1.54254623,1.567001022,,,1.621,84,84,,,85
whyte,1.138127734,1.881588082,1.06354518,1.941189165,1.28,102,102,102,102,103
wi,1.293330018,1.723382435,1.282073517,1.939407276,1.31,150,150,140,140,155
wick,1.544052153,1.854266776,1.559495429,2.134287969,1.709,125,125,136,136,128
wicked,1.590722372,1.54649048,1.536482865,1.996011054,1.669,716,716,691,691,726
wickedly,1.273235821,1.185788255,1.227792887,1.690568375,1.393,102,102,95,95,106
wickedness,1.418793253,1.51366045,1.389500736,1.975881497,1.496,136,136,131,131,137
wicker,1.310626513,1.351020973,1.271421333,1.726214284,1.439,161,161,158,158,165
wickes,1.103904153,2.024489034,1.085687062,2.091002076,1.14,45,45,42,42,47
wicket,0.504500954,0.979262817,0.565630804,1.082580351,1.026,396,396,438,438,399
wicketkeeper,0.339666733,0.663101722,0.346250792,0.679616163,0.423,76,76,70,70,76
wickets,0.368919066,0.734939454,,,0.453,347,347,,,351
wickham,0.975840268,1.552500144,1.147142388,2.110890039,1.03,80,80,65,65,81
wide,2.059487924,2.494839549,2.033071468,2.743411032,2.198,10664,10664,12318,12318,10903
