"","id","title","n_words","n_tokens","n_w","n_c","n_s","publication_date","text_type","context","respondent_age","respondent_class","respondent_sex","interaction_type","region","author_age","author_domicile","author_sex","author_type","audience_age","domain","difficulty","medium","publication_place","sampling_type","circulation","audience_sex","availability","mode","derived_type","genre"
"1985","FRA","Learning the law. Sample containing about 42653 words from a book (domain: social science)",42286,48295,42789,5506,1921,"1975-1984","written_books_periodicals","---","---","---","---","---","---","unknown","UK","male","sole","adult","social_science","high","book","UK_south","beginning","medium","mixed","cleared","written","prose","W:non_ac:polit_law_edu"
"1986","FRB","The government and politics of Britain. Sample containing about 42432 words from a book (domain: world affairs)",42074,46301,42514,3787,1766,"1985-1993","written_books_periodicals","---","---","---","---","---","---","unknown","UK","male","sole","adult","world_affairs","medium","book","UK_south","middle","medium","mixed","cleared","written","academic","W:ac:polit_law_edu"
"1987","FRC","The magic toyshop. Sample containing about 41668 words from a book (domain: imaginative)",41806,50140,42182,7958,3210,"1960-1974","written_books_periodicals","---","---","---","---","---","---","25-34","UK","female","sole","adult","imaginative","high","book","UK_south","beginning","high","mixed","cleared","written","fiction","W:fict:prose"
"1988","FRD","Mary Queen of Scots: Oxford Bookworms edition. Sample containing about 6558 words from a book (domain: imaginative)",6577,8465,6629,1836,798,"1985-1993","written_books_periodicals","---","---","---","---","---","---","35-44","UK","male","sole","teen","imaginative","medium","book","UK_south","whole","medium","mixed","cleared","written","fiction","W:fict:prose"
"1989","FRE","Far from the madding crowd: Oxford Bookworms edition. Sample containing about 24433 words from a book (domain: imaginative)",25069,31358,25290,6068,2184,"1985-1993","written_books_periodicals","---","---","---","---","---","---","unknown","UK","unknown","multiple","teen","imaginative","medium","book","UK_south","whole","medium","mixed","cleared","written","fiction","W:fict:prose"
"1990","FRF","Chung Kuo book one: the Middle Kingdom. Sample containing about 41317 words from a book (domain: imaginative)",41605,51132,41922,9210,4039,"1985-1993","written_books_periodicals","---","---","---","---","---","---","unknown","UK","male","sole","adult","imaginative","high","book","UK_south","middle","medium","mixed","cleared","written","fiction","W:fict:prose"
"1991","FRG","Observing and analysing natural language. Sample containing about 40443 words from a book (domain: social science)",40040,45630,40652,4978,1501,"1985-1993","written_books_periodicals","---","---","---","---","---","---","unknown","UK","female","sole","adult","social_science","high","book","UK_south","middle","low","mixed","cleared","written","academic","W:ac:soc_science"
"1992","FRH","Nobody's business. Sample containing about 40307 words from a book (domain: imaginative)",41245,51831,41631,10200,4108,"1960-1974","written_books_periodicals","---","---","---","---","---","---","unknown","UK","female","sole","adult","imaginative","high","book","UK_south","end","medium","female","cleared","written","fiction","W:fict:prose"
"1993","FRJ","A land not theirs. Sample containing about 35590 words from a book (domain: imaginative)",35717,41811,36087,5724,2231,"1985-1993","written_books_periodicals","---","---","---","---","---","---","60+","unknown","male","sole","adult","imaginative","medium","book","Ireland","beginning","medium","unknown","unclaimed","written","fiction","W:fict:prose"
"1994","FRK","Oliver Twist: Oxford Bookworms edition. Sample containing about 26522 words from a book (domain: imaginative)",26906,33171,27127,6044,2243,"1985-1993","written_books_periodicals","---","---","---","---","---","---","unknown","UK","unknown","multiple","teen","imaginative","medium","book","UK_south","whole","medium","mixed","cleared","written","fiction","W:fict:prose"
"1995","FRL","In other words: a coursebook on translation. Sample containing about 41167 words from a book (domain: social science)",40722,47098,41411,5687,2034,"1985-1993","written_books_periodicals","---","---","---","---","---","---","unknown","UK","female","sole","adult","social_science","medium","book","UK_south","middle","low","mixed","cleared","written","academic","W:ac:soc_science"
"1996","FRN","Oxford Review of Economic Policy. Sample containing about 42212 words from a periodical (domain: commerce)",41697,47519,42286,5233,1679,"1985-1993","written_books_periodicals","---","---","---","---","---","---","unknown","UK","unknown","multiple","adult","commerce_finance","high","periodical","UK_south","beginning","low","mixed","cleared","written","prose","W:commerce"
"1997","FRS","Platinum coast. Sample containing about 40579 words from a book (domain: imaginative)",41547,50435,41875,8560,3489,"1985-1993","written_books_periodicals","---","---","---","---","---","---","unknown","UK","female","sole","adult","imaginative","low","book","UK_south","middle","medium","female","cleared","written","fiction","W:fict:prose"
"1998","FRT","The politics of the judiciary. Sample containing about 41357 words from a book (domain: social science)",41149,45987,41557,4430,1596,"1985-1993","written_books_periodicals","---","---","---","---","---","---","60+","UK","male","sole","adult","social_science","high","book","UK_south","beginning","medium","mixed","cleared","written","prose","W:non_ac:polit_law_edu"
"1999","FRU","Prisoner of Zenda: Oxford Bookworms edition. Sample containing about 10658 words from a book (domain: imaginative)",10845,13436,10918,2518,1068,"1985-1993","written_books_periodicals","---","---","---","---","---","---","unknown","unknown","unknown","sole","teen","imaginative","low","book","UK_south","unknown","medium","mixed","cleared","written","fiction","W:fict:prose"
"2000","FRX","Robinson Crusoe: Oxford Bookworms edition. Sample containing about 6801 words from a book (domain: imaginative)",6854,8091,6886,1205,575,"1985-1993","written_books_periodicals","---","---","---","---","---","---","unknown","UK","unknown","multiple","teen","imaginative","low","book","UK_south","whole","medium","mixed","cleared","written","fiction","W:fict:prose"
"2001","FRY","The railway children: Oxford Bookworms edition. Sample containing about 9266 words from a book (domain: imaginative)",9469,12003,9525,2478,928,"1985-1993","written_books_periodicals","---","---","---","---","---","---","unknown","UK","male","sole","adult","imaginative","low","book","UK_south","unknown","medium","mixed","cleared","written","fiction","W:fict:prose"
"2002","FS0","Some other rainbow. Sample containing about 34935 words from a book (domain: applied science)",35356,40327,35706,4621,1974,"1985-1993","written_books_periodicals","---","---","---","---","---","---","unknown","UK","unknown","multiple","adult","applied_science","medium","book","UK_south","middle","high","mixed","cleared","written","prose","W:biography"
"2003","FS1","The spinning wheel. Sample containing about 40549 words from a book (domain: imaginative)",41639,49599,42037,7562,2877,"1985-1993","written_books_periodicals","---","---","---","---","---","---","60+","UK","female","sole","adult","imaginative","low","book","UK_south","middle","medium","mixed","unclaimed","written","fiction","W:fict:prose"
"2004","FS2","The secret garden: Oxford Bookworms Edition. Sample containing about 10645 words from a book (domain: imaginative)",10995,13923,11090,2833,1147,"1985-1993","written_books_periodicals","---","---","---","---","---","---","unknown","UK","unknown","multiple","teen","imaginative","medium","book","UK_south","whole","medium","mixed","cleared","written","fiction","W:fict:prose"
"2005","FS3","The life and times of William Shakespeare: Oxford Bookworms edition. Sample containing about 9090 words from a book (domain: imaginative)",9327,11483,9369,2114,955,"1985-1993","written_books_periodicals","---","---","---","---","---","---","unknown","UK","female","sole","teen","imaginative","low","book","UK_south","whole","medium","mixed","cleared","written","fiction","W:fict:prose"
"2006","FS5","Sky ray lolly. Sample containing about 9977 words from a book (domain: imaginative)",10063,11967,10118,1849,1556,"1985-1993","written_books_periodicals","---","---","---","---","---","---","25-34","UK","female","sole","adult","imaginative","medium","book","UK_south","whole","medium","mixed","cleared","written","fiction","W:fict:poetry"
"2007","FS6","Introduction to social administration in Britain. Sample containing about 41782 words from a book (domain: social science)",41207,45748,41830,3918,1591,"1985-1993","written_books_periodicals","---","---","---","---","---","---","45-59","UK","unknown","multiple","adult","social_science","medium","book","UK_south","middle","medium","mixed","cleared","written","academic","W:ac:soc_science"
"2008","FS7","Understanding social policy. Sample containing about 40953 words from a book (domain: social science)",40669,45300,41056,4244,1674,"1985-1993","written_books_periodicals","---","---","---","---","---","---","45-59","UK","male","sole","adult","social_science","high","book","UK_south","beginning","medium","mixed","cleared","written","academic","W:ac:soc_science"
"2009","FS8","Sons of the morning. Sample containing about 40420 words from a book (domain: imaginative)",41448,52710,41877,10833,4700,"1985-1993","written_books_periodicals","---","---","---","---","---","---","unknown","UK","female","sole","adult","imaginative","medium","book","UK_south","beginning","high","mixed","unclaimed","written","fiction","W:fict:prose"
