Word,SemD,cosMean,WordCount,nContexts
agent,1.865399826,0.013633274,3847,2630
agents,1.904453845,0.012460807,3604,2459
ages,1.779592435,0.016611451,3043,2516
aggie,0.507449709,0.310849584,307,56
aggravate,1.686669354,0.020574564,81,78
aggravated,1.754705079,0.017591178,376,312
aggravating,1.520646195,0.030154616,88,79
aggravation,1.475895007,0.033427584,122,82
aggregate,1.38416427,0.04128913,1485,723
aggregated,1.618009538,0.024098525,125,112
aggregates,1.358513561,0.043801243,225,110
aggregation,1.431876112,0.036993369,242,120
aggression,1.624586142,0.023736346,1239,839
aggressive,1.81426832,0.015336691,1763,1437
aggressively,1.855679959,0.013941838,277,268
aggressiveness,1.533046298,0.029305808,68,62
aggressor,1.473443512,0.033616809,99,86
aggressors,1.250142908,0.056215631,54,53
aggrieved,1.721966469,0.018968524,249,231
aggro,1.129362185,0.074239975,68,49
aghast,1.520505738,0.03016437,146,143
agile,1.593711551,0.025485224,144,137
agility,1.494210656,0.032047145,156,138
agincourt,1.145418426,0.071545377,52,41
aging,1.702944014,0.019817825,84,79
agitated,1.635747264,0.023134107,360,350
agitation,1.496933917,0.031846821,444,391
agitators,1.265261571,0.054292324,51,49
agm,1.19145645,0.064349259,244,174
agnes,1.273869595,0.053226806,777,307
agnew,1.347511055,0.044925089,135,81
agnostic,1.190295625,0.064521488,83,76
ago,1.841500979,0.014404528,16303,12823
agonies,1.639455825,0.022937399,78,77
agonised,1.446212339,0.03579214,96,91
agonising,1.62317916,0.023813369,190,185
agonized,1.531712924,0.029395921,50,48
agonizing,1.589807975,0.025715325,70,70
agony,1.503393173,0.031376668,872,779
agrarian,1.065393717,0.086021356,327,220
agree,1.880426362,0.013169632,6388,5080
agreeable,1.593396213,0.025503735,368,352
agreeably,1.436572441,0.036595489,66,66
agreed,1.989661418,0.010240911,13162,9928
agreeing,1.971740536,0.010672335,728,709
agreement,1.848781711,0.014165056,12489,6723
agreements,1.659678905,0.021893797,2539,1656
agrees,1.788472596,0.01627524,862,776
agricultural,1.374982655,0.042171335,3721,2231
agriculture,1.374125688,0.042254631,3637,2237
agrippa,0.403084976,0.395289268,169,52
aground,1.153302441,0.070258287,73,64
ah,1.36421101,0.043230374,2516,1941
aha,1.39174832,0.04057436,115,86
ahead,1.817977532,0.015206262,8090,6691
ahmad,0.958625543,0.109995383,185,133
ahmed,1.124833745,0.075018134,487,303
ai,1.239037391,0.057671681,479,181
aib,0.561655436,0.274375017,159,53
aid,1.832311633,0.014712564,8515,5071
aidan,1.362643939,0.043386644,63,51
aide,1.497370329,0.031814835,289,255
aided,1.861217231,0.013765208,849,744
aides,1.290887022,0.051181496,205,182
aiding,1.910357395,0.012292568,158,151
aids,1.483841071,0.032821538,3192,1445
ail,1.343459351,0.045346174,61,54
ailing,1.707406517,0.019615234,251,243
ailment,1.532934414,0.029313359,62,60
ailments,1.538078245,0.028968216,190,176
aim,2.039882252,0.009122581,6047,5197
aimed,2.040762831,0.009104103,3386,3075
aiming,1.853675996,0.014006319,897,857
aimless,1.70051544,0.019928957,62,62
aimlessly,1.448997691,0.035563321,105,105
aims,1.852229501,0.014053047,4000,3219
ain,0.886138483,0.129975506,81,50
aint,1.13339909,0.073553088,1261,717
aintree,0.671687804,0.212966942,172,110
air,1.75228515,0.017689471,18695,11731
airborne,1.255174792,0.055568057,417,343
airbus,1.040390265,0.091119166,181,95
aircraft,1.032222431,0.092849072,5887,2223
aircrafts,0.468783516,0.339794609,81,74
aircrew,0.44028543,0.362839508,94,71
airdrie,0.636603905,0.2308852,138,75
aire,0.995877457,0.10095377,75,62
aired,1.867475257,0.013568278,153,153
aires,1.334400579,0.046301965,197,140
airfield,0.783346971,0.164684615,532,349
airfields,0.683628237,0.207191418,191,135
airflow,0.832854057,0.146941999,56,51
airforce,1.123844437,0.075189217,83,72
airframe,0.323767343,0.474496111,122,82
airily,1.449398263,0.035530534,82,79
airing,1.591378009,0.025622529,156,141
airlift,1.257014333,0.055333185,106,75
airlifted,1.206515354,0.062156227,60,55
airline,1.291290502,0.051133968,923,583
airliner,1.039941491,0.091213372,171,131
airlines,1.177805529,0.066404035,910,495
airman,0.932354401,0.116854542,83,70
airmen,0.944891702,0.113529388,140,114
airplane,1.251014054,0.056102982,71,55
airport,1.480282942,0.033091546,2543,1691
airports,1.323715647,0.047455259,429,328
airs,1.464365797,0.03432687,147,130
airship,1.122729854,0.075382432,73,40
airshow,0.337483363,0.4597446,90,51
airspace,1.068384404,0.085431021,117,80
airspeed,0.378959258,0.417869566,86,52
airstrip,1.063919954,0.086313762,78,62
airtight,1.226842185,0.059314082,64,59
airwaves,1.070569973,0.085002173,80,73
airway,1.181273935,0.065875825,107,53
airways,1.258492438,0.05514518,662,471
airworthy,0.21247772,0.613087244,58,40
airy,1.468089399,0.034033812,258,252
ais,1.172756454,0.067180549,101,70
aise,1.054848817,0.088135563,60,55
aisle,1.316090718,0.048295791,354,293
aisles,0.907706486,0.123678302,178,143
aitken,1.347911708,0.044883663,258,168
aix,0.64447475,0.22673849,399,225
ajar,1.217975726,0.060537471,120,118
ajax,0.952531756,0.111549658,66,47
ak,1.381883078,0.041506577,62,54
aka,1.070953673,0.084927106,76,66
akbar,0.976726479,0.105505116,144,104
akers,0.749226694,0.178144864,96,53
akin,1.813321273,0.015370172,398,391
akram,0.381010673,0.415900389,135,72
al,1.61776211,0.024112258,7010,3251
alabama,1.286901296,0.051653375,136,105
alabaster,1.138496973,0.072694747,54,46
alacrity,1.657728733,0.021992331,83,80
alain,0.847994313,0.14190761,641,268
alamein,1.065344628,0.086031079,62,46
alan,1.503230565,0.031388419,4288,3017
alans,1.378280973,0.041852271,125,83
alarm,1.766559262,0.017117516,2005,1624
alarmed,1.742738395,0.01808263,686,661
alarming,1.894392428,0.012752859,600,585
alarmingly,1.753502328,0.017639963,204,203
alarmist,1.730874763,0.018583403,65,63
alarms,1.610670814,0.024509203,319,249
alas,1.618971713,0.024045194,594,552
alaska,1.309217222,0.04906624,250,181
alaskan,1.011045253,0.097488805,59,50
alastair,1.42793957,0.03733021,287,238
alba,1.101582634,0.079143885,132,89
albania,1.252464026,0.055915984,404,216
albanian,0.905999453,0.124165387,335,152
albanians,0.793401195,0.160915843,190,100
albans,1.455383703,0.035044212,232,167
albany,1.48366887,0.032834555,99,79
albatross,1.384521612,0.041255171,75,67
albeit,2.019797739,0.009554375,1319,1273
albert,1.653577978,0.02220353,1874,1206
alberta,1.607440513,0.024692183,85,65
alberto,1.06765217,0.085575182,187,158
alberts,1.240707696,0.0574503,80,56
albino,1.24579072,0.056781816,72,46
albion,1.178706579,0.066266407,273,184
albrecht,1.165682203,0.068283818,62,49
album,0.669790033,0.213899597,2084,1029
albumin,1.025780386,0.094236601,232,108
albums,0.674926356,0.211384746,475,370
alcatel,0.795386078,0.160182077,89,53
alchemy,1.364261004,0.043225398,77,66
alcock,1.192927839,0.064131613,82,46
alcohol,1.318795677,0.04799592,2864,1441
alcoholic,1.329861834,0.046788397,776,460
alcoholics,0.997971639,0.10046814,129,95
alcoholism,1.203740523,0.062554632,241,172
alcove,1.142757295,0.071985115,137,120
alder,1.172316012,0.067248715,149,119
alderley,0.691991065,0.203239882,97,49
alderman,1.059943978,0.087107595,162,137
aldermaston,0.970080208,0.107132143,60,47
aldermen,1.075471141,0.084048286,62,48
aldershot,1.241108368,0.057397322,157,113
aldous,1.610502354,0.024518712,58,42
aldridge,0.934198578,0.116359386,140,93
aldus,0.476157506,0.334073859,68,45
ale,1.287930593,0.051531099,651,440
alec,1.39544471,0.040230487,688,383
alejandro,0.749114891,0.178190731,111,49
aleksandr,0.741075092,0.181520178,124,98
alert,1.807871791,0.01556425,1473,1329
alerted,1.599145596,0.02516833,438,416
alerting,1.963077149,0.010887367,75,73
alertness,1.494391391,0.032033811,82,78
alerts,1.689379301,0.020446581,62,56
ales,0.680388575,0.208742762,112,72
alessandro,0.91176315,0.122528425,50,43
alex,1.288680673,0.051442176,1501,916
alexander,1.646026805,0.022592963,2296,1396
alexanders,1.203155941,0.062638891,127,103
alexandra,1.303117619,0.04976023,847,331
alexandras,0.671666676,0.212977303,59,45
alexandre,1.214865995,0.0609725,65,49
alexandria,1.245641143,0.056801376,201,155
alexei,0.476189464,0.334049277,633,120
alexeis,0.107195947,0.781275226,98,44
alexis,1.563125503,0.027344784,87,64
alf,1.437460219,0.036520758,280,191
alfa,0.918567211,0.12062374,124,59
alfonso,1.060598993,0.086976316,173,94
alfred,1.51702577,0.030407046,1015,663
alfredo,0.843053704,0.143531193,108,91
alfreds,1.13751302,0.072859633,57,50
algae,0.858751379,0.138435866,584,276
algal,0.917244847,0.120991581,99,59
algarve,1.042509888,0.090675532,77,51
algebra,1.104859418,0.078548986,159,87
algebraic,0.730248489,0.186102202,118,64
algeria,1.218259101,0.060497984,467,299
algerian,1.14751846,0.071200253,218,143
algernon,0.806016315,0.156308892,75,50
algiers,1.105681437,0.078400451,209,131
algorithm,0.86881269,0.135265583,535,200
algorithms,0.99453886,0.101265413,229,144
ali,1.264981111,0.054327396,1220,643
alia,1.499497079,0.031659418,374,317
alias,1.645315694,0.022629987,161,135
alibi,1.225681917,0.059472759,147,111
alice,0.897743976,0.126548215,2080,701
alices,0.448062487,0.356399851,124,95
alicia,0.746185992,0.179396517,86,40
alien,1.675768284,0.021097535,1165,987
alienate,1.644285285,0.022683743,121,119
alienated,1.558814067,0.0276176,349,321
alienating,1.745996599,0.017947477,133,130
alienation,1.496957201,0.031845113,382,309
aliens,1.497009927,0.031841247,354,241
alight,1.614936512,0.024269649,334,320
alighted,1.403449867,0.039495729,85,84
align,1.668925496,0.021432582,123,118
aligned,1.634246735,0.023214176,619,430
aligning,1.721834889,0.018974272,50,48
alignment,1.554371487,0.027901562,472,327
alignments,1.370436011,0.042615147,134,95
alike,1.953934477,0.011118995,1387,1308
aliquots,0.859848249,0.138086668,64,51
alis,0.99143793,0.101991052,82,50
alison,1.553289655,0.027971151,1127,588
alisons,1.096578368,0.080061115,81,60
alistair,1.469865203,0.033894934,296,198
alive,1.718655583,0.019113685,3668,3233
alix,0.716881094,0.191919413,207,41
alkali,1.020527347,0.095383368,231,108
alkaline,1.230356504,0.058836048,346,225
alkalinity,0.72720443,0.187411212,65,42
all,2.095586457,0.008024418,231542,73512
allah,1.182739261,0.065653932,107,78
allan,1.407142072,0.039161375,986,704
allay,1.930247344,0.011742286,125,125
allayed,1.932820654,0.011672916,58,58
allegation,1.563585876,0.027315813,358,310
allegations,1.542475561,0.028676387,1693,1229
allege,1.573191222,0.026718297,110,100
alleged,1.647439871,0.022519572,2956,2405
allegedly,1.64485407,0.022654054,996,913
alleges,1.399901503,0.039819747,140,129
allegiance,1.479424867,0.033156993,628,560
allegiances,1.495876078,0.031924487,103,99
alleging,1.58785135,0.025831442,281,254
allegorical,1.165607004,0.068295643,87,76
allegory,1.054575709,0.088191005,171,127
allegro,0.526641446,0.297412045,57,45
allen,1.651490149,0.022310528,1535,920
allende,1.016402673,0.096293579,63,41
allens,1.304298367,0.049625127,144,108
allergic,1.207142827,0.062066488,200,138
allergies,1.089590965,0.081359643,112,88
allergy,1.070610703,0.084994201,213,120
alleviate,1.871739077,0.013435719,332,321
alleviated,1.881882339,0.013125555,87,86
alleviating,1.901947153,0.012532937,84,83
alleviation,1.598851725,0.025185366,57,55
alley,1.435921152,0.036650411,593,429
alleys,1.35126365,0.044538578,170,159
alleyway,1.156489377,0.069744606,176,136
alleyways,1.294584246,0.050747629,102,98
alliance,1.574729186,0.026623847,2946,1974
alliances,1.49142653,0.032253249,589,464
allied,1.553549501,0.027954421,1771,1256
allies,1.374265314,0.042241048,1474,1125
alligator,1.605965803,0.024776171,71,55
allison,1.328837749,0.046898856,277,151
allocate,1.75474056,0.017589741,422,387
allocated,1.913368356,0.012207638,1708,1370
allocates,1.689486059,0.020441556,71,67
allocating,1.693991305,0.020230597,262,247
allocation,1.727946052,0.018709145,1631,1154
allocations,1.504254295,0.031314516,388,277
allot,0.857075798,0.138971006,71,44
allotment,1.312808545,0.048662168,230,140
allotments,1.360585264,0.043592797,112,87
allotted,1.795749658,0.016004803,314,272
allow,2.126222228,0.007477868,10447,8848
allowable,1.297292173,0.05043219,189,130
allowance,1.618998487,0.024043712,1879,1006
allowances,1.434375794,0.036781057,1085,630
allowed,2.06211374,0.008667349,11016,9355
allowing,2.134825491,0.007331191,4035,3731
allows,1.926937133,0.011832128,3892,3282
alloy,0.982653251,0.104075079,298,185
alloys,0.743040635,0.180700505,115,64
alls,1.494205172,0.03204755,89,83
alluded,1.814395153,0.015332213,128,127
alluding,1.702953443,0.019817395,55,54
allure,1.366757308,0.042977653,65,62
alluring,1.488871363,0.03244357,90,90
allusion,1.303737788,0.049689224,140,127
allusions,1.204430962,0.062455262,102,96
alluvial,0.709751549,0.195096038,77,58
ally,1.573975725,0.026670077,800,722
alma,1.473056513,0.033646778,148,113
almighty,1.43090128,0.037076499,313,296
almond,1.435031969,0.036725527,340,242
almonds,0.854545485,0.139783051,221,139
almost,1.97043452,0.010704478,28558,21864
alms,1.312306983,0.0487184,89,81
alnwick,1.213986941,0.06109604,63,51
aloft,1.513728683,0.030638769,196,189
alone,1.946692297,0.011305967,12766,10582
along,1.869509436,0.013504875,20632,15518
alongside,1.926423825,0.011846121,3066,2836
aloof,1.680156159,0.02088545,225,215
aloofness,1.579749989,0.026317826,50,48
aloud,1.457327251,0.034887733,897,758
alp,0.960446945,0.109535036,128,42
alpha,1.008634829,0.098031392,1175,510
alphabet,1.482890921,0.032893424,267,210
alphabetical,1.196461781,0.063611878,216,155
alphabetically,1.338040922,0.045915475,83,67
alphanumeric,0.850927556,0.14095239,85,54
alpine,1.080296615,0.083119589,482,329
alps,1.151588154,0.070536165,450,335
already,2.08653912,0.008193338,29760,22960
alright,1.354354389,0.044222736,334,288
alsace,1.016096936,0.096361392,115,60
alsatian,1.215628897,0.060865487,91,68
also,2.181773627,0.006580007,114912,54652
alston,1.336806793,0.046046138,66,43
alt,0.899421991,0.126060205,221,77
altar,1.16185205,0.068888694,833,564
altars,0.849742359,0.141337577,87,76
alter,2.061486751,0.008679871,1756,1609
alteration,1.874356521,0.013354987,559,464
alterations,1.802705661,0.0157505,778,669
altercation,1.524339884,0.029899238,53,50
altered,2.028072274,0.00937406,1851,1691
altering,1.947037609,0.011296981,526,482
alternate,1.785076231,0.016403018,474,401
alternated,1.811929341,0.015419513,55,55
alternately,1.827344505,0.014881801,221,213
alternating,1.712117959,0.019403588,303,254
alternation,1.236228738,0.058045862,100,87
alternative,2.080331349,0.008311294,8051,6503
alternatively,1.964815918,0.010843864,1653,1544
alternatives,1.939752984,0.011488068,1528,1328
alters,1.847068077,0.014221058,180,178
althorp,0.536109497,0.290998334,139,63
although,2.15052298,0.007070938,40197,27775
althusser,0.422310892,0.378171772,301,79
althussers,0.300513121,0.500595428,132,43
altitude,1.163039563,0.068700585,515,355
altitudes,1.232209462,0.058585554,125,104
alto,1.06907651,0.085294984,163,123
altogether,1.952736619,0.011149705,2732,2604
alton,1.248168,0.056471848,552,205
altrincham,1.373365701,0.042328638,86,56
altruism,1.358170849,0.043835822,164,119
altruistic,1.482364376,0.032933328,128,101
alum,1.163303045,0.068658918,77,45
aluminium,1.389470397,0.040787736,978,631
alumni,0.890793677,0.128589742,135,60
alun,1.310512618,0.048920105,63,58
alveolar,0.829078134,0.148225139,85,43
alvin,1.391640877,0.040584399,60,51
always,1.926922044,0.011832539,37307,25427
alyssia,0.250455996,0.561751193,258,48
alzheimers,1.205736837,0.062267749,204,107
am,1.735828497,0.018372637,24744,14591
amalgam,1.824694997,0.014972868,130,120
amalgamate,1.837882042,0.014525061,53,51
amalgamated,1.497163931,0.031829958,276,242
amalgamation,1.738885081,0.018243784,212,169
amanda,1.454248122,0.035135964,366,197
amassed,1.599858483,0.025127051,153,150
amateur,1.478151992,0.033254315,1479,1138
amateurish,1.697326224,0.020075842,66,66
amateurs,1.464286995,0.034333099,311,260
amaze,1.720806841,0.01901924,88,86
amazed,1.667350993,0.021510426,827,791
amazement,1.537582358,0.029001312,461,448
amazing,1.684091251,0.020697064,1513,1419
amazingly,1.75350134,0.017640003,342,340
amazon,1.207720877,0.061983932,340,240
amazonia,0.660524414,0.218512148,83,55
amazonian,1.17514269,0.066812437,108,101
amazons,1.383179427,0.041382867,53,44
ambassador,1.492871955,0.032146082,1070,800
ambassadors,1.482173343,0.032947818,268,219
amber,1.550857773,0.028128218,467,330
ambience,1.377675,0.041910708,180,174
ambient,1.247605608,0.056545024,173,137
ambiguities,1.53417124,0.029229996,208,186
ambiguity,1.485485049,0.03269753,816,595
ambiguous,1.69633509,0.020121711,802,690
ambit,1.235440415,0.058151321,181,162
ambition,1.656506348,0.022054319,1250,1129
ambitions,1.759546937,0.017396147,951,876
ambitious,1.866511978,0.013598407,1484,1396
ambivalence,1.429476304,0.037198352,223,187
ambivalent,1.656463371,0.022056502,258,251
amble,1.360199611,0.043631525,50,50
ambled,1.247381334,0.056574232,98,96
ambleside,0.880634028,0.131633362,101,52
ambrose,1.127957079,0.074480558,170,123
ambulance,1.358783033,0.043774074,1478,806
ambulancemen,0.977980892,0.105200816,55,46
ambulances,1.338418579,0.045875564,132,110
ambulatory,0.896916078,0.126789685,107,74
ambush,1.364886336,0.043163203,260,221
ambushed,1.390080037,0.040730521,116,108
amdahl,0.501779279,0.31493485,102,56
amelia,1.156342858,0.069768139,170,99
ameliorate,1.831269603,0.014747907,64,63
amelioration,1.363018218,0.043349269,77,67
